text,location_str,latitude,longitude,sentiment,sentiment_strength,confidence,neg_score,neu_score,pos_score,analysis_timestamp
"""#France's daily #Covid19 cases reach national record at over 90,000 as deaths rise • FRANCE 24 @France24_en 
on YouTube https://t.co/cLBB7hLgpE","กรุงเทพมหานคร, ประเทศไทย",13.7524938,100.4935089,Negative,-0.5853,0.6083,0.6083,0.3686,0.023,2025-12-05 13:26:52
"Nuevo artículo de Revista de Neurología sobre #telemedicina #COVID19 #epilepsia #guatemala

Por @InfoUsac

Artículo disponible en &gt;&gt; https://t.co/EE0q4em8sn
#RevNeurol #RevistaNeurologia https://t.co/M1FqwBIYt3",Barcelona,41.3825802,2.177073,Neutral,-0.0921,0.8113,0.1404,0.8113,0.0483,2025-12-05 13:26:52
.@AntonovCompany An-124 brings 85 tonnes of #COVID19 test kits to Cologne-Bonn @AirportCGN https://t.co/VPhuCat8GX https://t.co/FwF5PIVvF1,Belgium,50.6402809,4.6667145,Neutral,-0.0253,0.8434,0.0909,0.8434,0.0656,2025-12-05 13:26:52
"Remembering my covid duties during last year's peak pandemic, May 20, the deaths of few patients who didn't get timely NIV support, who fought for each breath, their helpless faces, the way I shed helpless tears.. I still get shivers!!! It haunts me till date!
#COVID19","Bengaluru, India",12.9767936,77.590082,Negative,-0.91,0.9195,0.9195,0.071,0.0095,2025-12-05 13:26:52
"El Comité de Crisis informó que este viernes se registraron 6 casos de Coronavirus en la provincia. 
#SaludSanLuis #COVID19 https://t.co/d0637Uey90","San Luis, Argentina",-33.8985562,-66.0614179,Neutral,-0.3,0.6614,0.3193,0.6614,0.0193,2025-12-05 13:26:52
"Yuk kita cari tahu selengkapnya di https://t.co/iMeIY9maBO

#pandemi #vaksin #covid19 #anakanak #indonesia #orangtua #ppkm #cfr #lpmindustria","Cempaka Putih, Indonesia",-6.1812045,106.8685244,Neutral,-0.2102,0.6998,0.2552,0.6998,0.045,2025-12-05 13:26:52
Lyon : vaste opération de contrôle des mesures sanitaires au centre commercial de la Part-Dieu #actualite #covid19 #lyon https://t.co/Ihy5TfO7cq,Lyon,45.7578137,4.8320114,Neutral,-0.0817,0.8643,0.1087,0.8643,0.027,2025-12-05 13:26:52
"BREAKING NEWS - Boris to announce new face mask replacing measures to protect from Covid - Get your full body sleeve from your local Primarni:
https://t.co/QQebzvIrcU
#COVID19",Norwich,52.6285576,1.2923954,Neutral,0.177,0.7822,0.0204,0.7822,0.1974,2025-12-05 13:26:52
"Omicron replicates 70 times faster than delta in airways, but lung infection appears less severe, study says
#COVID19

https://t.co/WXhn7ilKhe","Chicago, IL",41.8755616,-87.6244212,Neutral,-0.0493,0.8092,0.12,0.8092,0.0707,2025-12-05 13:26:52
#COVID19 #GetVaxxed #California  PLEASE🙏🏻 Don’t be on the #COVIDIOTS list. https://t.co/HIuhzkms8E,California,36.7014631,-118.755997,Neutral,-0.2278,0.4824,0.3727,0.4824,0.1449,2025-12-05 13:26:52
"With only 3 individuals currently in the hospital with an active #COVID19 infection and 89% of the population 12+ fully vaccinated, I doubt the #Ottawa business community will be very pleased with this announcement...

#ottnews https://t.co/DpovDpSTgj","Ottawa, Ontario",45.4208777,-75.6901106,Negative,-0.6683,0.6922,0.6922,0.284,0.0239,2025-12-05 13:26:52
"La población de #EstadosUnidos creció a un ritmo más lento en 2021 respecto a cualquier otro año registrado por la pandemia de #COVID19 🇺🇸🦠 

https://t.co/PObt9RYWca","México, DF",19.512204,-98.8743676,Neutral,-0.009,0.848,0.0805,0.848,0.0715,2025-12-05 13:26:52
"NSW recorded 308 new #COVID19 cases, up 118 from Wednesday’s tally of 190. Four people died and 309 people are in hospital, including 68 in the ICU. There were 94,661 tests done. 93.7% aged 16 and older, are now fully vaccinated.
(an earlier tweet had incorrect testing numbers) https://t.co/4YSCJrGtVR","Marrickville, Sydney",-33.9139638,151.1536185,Neutral,-0.4506,0.4888,0.4809,0.4888,0.0303,2025-12-05 13:26:52
"Always a pleasure to present @DLSPHStudentLed ! This year I had the opportunity to discuss the impact of pop-up #clinics providing well-child visits and #vaccination during #COVID19, an example of a successful collaboration between @allodoctoctoc, @CIUSSSnmtl and @Parole_dexcluEs https://t.co/1jqwizbjbn https://t.co/LNcJshdmxm","Montréal, Québec",45.5031824,-73.5698065,Positive,0.9593,0.9628,0.0035,0.0337,0.9628,2025-12-05 13:26:52
"#México acumula más de 4 mil nuevos contagios de #COVID19 
@SaludEdomex 
https://t.co/cUiK2X5rlz",Toluca,19.292545,-99.6569007,Neutral,-0.1937,0.7391,0.2273,0.7391,0.0336,2025-12-05 13:26:52
"英国的研究显示，冠病变异毒株奥密克戎的再感染率比德尔塔高出五倍以上，而且症状不会比德尔塔轻。
https://t.co/fEOXX3cgFX
#8视界新闻网 #8worldnews #2019nCoV #NovelCoronavirus #coronavirus #COVID19",Singapore,1.357107,103.8194992,Neutral,0.0175,0.8462,0.0682,0.8462,0.0857,2025-12-05 13:26:52
"Third Dose #Pfizer #Marathon this Saturday, no excuses, please go get vaccinated! #COVID19 @LebaneseVaccine @mophleb @UNICEFLebanon @WHOLebanon https://t.co/i8ZPMBQe4J","Beirut,Lebanon",33.8892265,35.5025585,Neutral,0.3347,0.4563,0.1045,0.4563,0.4392,2025-12-05 13:26:52
"🚨NEW: Source says new B.C. pandemic restriction is 50% capacity in venues over 1,000. More to come… #bcpoli #covid19 #omicron","Vancouver, British Columbia",49.2608724,-123.113952,Neutral,-0.195,0.7678,0.2136,0.7678,0.0186,2025-12-05 13:26:52
"Ever wonder what-the-heck happened to flu cases during the #COVID19 #pandemic?

#PRCtests MISDIAGNOSED THEM ALL AS #coronavirus (according to the @CDCgov)

""The CDC admits that the PCR test cannot differentiate between SARS-CoV-2 and influenza viruses.""

https://t.co/JMQXrk3RyX",Utah,39.4225192,-111.714358,Negative,-0.7716,0.7828,0.7828,0.206,0.0112,2025-12-05 13:26:52
#COVID19 https://t.co/rL8nzxbz2j,UK,54.7023545,-3.2765753,Negative,-0.657,0.6767,0.6767,0.3036,0.0197,2025-12-05 13:26:52
"🦠🗣 La presidenta del Comitè Científic Assessor del Govern diu que no havien proposat el toc de queda 
@govern #COVID19 #coronavirus #tocdequeda #Nadal2021 #Catalunya 
https://t.co/ksVDfwY0pE",Tortosa,40.8110158,0.5209333,Neutral,-0.2232,0.7278,0.2477,0.7278,0.0245,2025-12-05 13:26:52
Mayo Clinic is sending an SOS to inform situation is Critical.  Please get vaccinated.  #COVID19 #OmicronVirus #vaccination #vaccine https://t.co/FB65RbZYT5,Canada,61.0666922,-107.991707,Neutral,0.2162,0.7146,0.0346,0.7146,0.2508,2025-12-05 13:26:52
Glad to see federal action sought on #Alabama's plan to spend $400 mill in #COVID19 relief funds on new #prison construction. Hope @RepMaxineWaters can look into it immediately. AL has actually been scrounging for funding sources for new prisons since 2017 https://t.co/fzGyI1W7sf https://t.co/kJDoQBYmpG,"Atlanta, GA",33.7544657,-84.3898151,Positive,0.7385,0.7593,0.0208,0.2199,0.7593,2025-12-05 13:26:52
"All #COVID19 treatment facilities and protocols had a significant bias in favour of the ‘apartment-living citizen’, which is why the #Dharavi model is so important as a case study for other developing countries, explains Amita Bhide. https://t.co/Ww7sDvkbEr",India,22.3511148,78.6677428,Neutral,-0.1543,0.7517,0.2013,0.7517,0.047,2025-12-05 13:26:52
What is Web3 and Do I Care? - https://t.co/OdSUDz0c2A #PMP #PPM #project #Agile #cybersecurity #bitcoin #ai #SAFe #zerotrust #virtual #mindmap #remote #COVID19 #scaledagile #creative https://t.co/xUx0hPs8a3,"Las Vegas, NV",36.1674263,-115.1484131,Neutral,0.0127,0.8953,0.046,0.8953,0.0587,2025-12-05 13:26:52
#marburgvirus #Plandemic #COVID19 https://t.co/g27MJSpmhC,"England, United Kingdom",52.5310214,-1.2649062,Negative,-0.7031,0.7169,0.7169,0.2693,0.0138,2025-12-05 13:26:52
"Michigan is a #COVID19 hotspot, right?","Chicago (Albany Park), IL",41.968987,-87.7476845,Negative,-0.6093,0.6297,0.6297,0.3498,0.0204,2025-12-05 13:26:52
"🦠336🦠MUERTES más #COVID19 según @SSalud_mx
292,524 totales
5️⃣1️⃣.2️⃣% pobl vacunada
38,986,246 VAC DISPONIBLES
•171,724,255 recibidas
•131,379,625 aplicadas
•92,584 pérdidas
•1,265,800 regaladas

187,912 APLICADAS ayer
@HijasHijosMx #HijasDeLaMx #HijosDeLaMx #Vacunas12a17YA🧵 https://t.co/yGHh7Hm7a3",México,23.6585116,-102.0077097,Neutral,-0.1047,0.7966,0.1541,0.7966,0.0494,2025-12-05 13:26:52
"#NEW: “I want to reassure parents that we will be able to vaccinate children quickly,” says Health Minister Christian Dubé. #covid19",Montreal,45.5031824,-73.5698065,Neutral,0.4047,0.5696,0.0128,0.5696,0.4175,2025-12-05 13:26:52
"@opsoms ¿Tienes malestar general o fiebre 🌡?  

No salgas, sigue las recomendaciones de aislamiento y avisa a tu entidad de salud 👩🏿‍⚕️ 

Rompe la cadena de transmisión de la #COVID19  🦠 

https://t.co/tCma66PV8T","Distrito Capital, Venezuela",10.4658389,-66.9949964,Neutral,-0.1243,0.8139,0.1552,0.8139,0.0309,2025-12-05 13:26:52
Daily US Covid Deaths by County For DC   2021-10-19:  Covid data insights from our data scientists and USAFacts #dataanalysis #datascience #dataanalytics #datavisualizations #covid19 #coronavirus #covid_19 https://t.co/BaHytpxcrm,"Los Angeles, CA",34.0536909,-118.242766,Neutral,-0.08,0.8678,0.1061,0.8678,0.0261,2025-12-05 13:26:52
"✝️Necrologie:Décès ce samedi de notre confrère Stanislas NDAYISHIMIYE,journaliste burundais de la @RFI . Né en 1962 en @CRutegama, @MuramvyaProv, Stanislas s'éteint à 59 ans des suites du #COVID19.Il officiait au service Economie à la RFI .Il laisse une veuve et 2enfants.

RIP🕯️ https://t.co/g37lUFOclG",Bujumbura-Burundi,-3.3638125,29.3675028,Neutral,-0.2332,0.7104,0.2614,0.7104,0.0282,2025-12-05 13:26:52
More on the research in @JAMAOto linked on @Gizmodo. #COVID19 #JAMANetworkInTheNews https://t.co/SadaqqvAEW https://t.co/DrgbxhFy8Q,"Chicago, IL",41.8755616,-87.6244212,Neutral,-0.0014,0.9173,0.0421,0.9173,0.0407,2025-12-05 13:26:52
"What is the cost of “freedom”? 

Answer: 815k largely preventable #COVID19 deaths in USA. Despite free accessible vaccines, 40% of American’s aren’t fully vaxed, and the leading cause is political skulduggery. 

A packed #WrigleyField of death every month for 2 years. The Cost https://t.co/kzkATij0Br",Jakarta & Bandung,-7.8286472,111.1275609,Negative,-0.8267,0.8361,0.8361,0.1545,0.0094,2025-12-05 13:26:52
What you need to know about private #healthcare and #coronavirus at-home test reimbursement to (1) stay in touch with your healthcare provider about and (2) to pass along to your employees https://t.co/enY4MxkmoT @nytimes #COVID19 #healthcaretips #hrbestpractices #hrtips,"Dayton, OH",39.7589478,-84.1916069,Neutral,0.0816,0.8496,0.0344,0.8496,0.116,2025-12-05 13:26:52
"#Internacional | EE.UU comprará 1,4 millones de cursos adicionales de la píldora #COVID19 de @MSDInvents cc @MSDEspana https://t.co/dCeBzAi92d","Madrid, España",40.416782,-3.703507,Neutral,-0.0903,0.8375,0.1264,0.8375,0.0361,2025-12-05 13:26:52
"#COVID19 🔴 SABAH REKOD 307 KES, TAWAU (4), KALABAKAN (0), LAHAD DATU (4), KUNAK (0), SEMPORNA (0) – 07 DISEMBER 2021",Tawau,4.2435206,117.885331,Neutral,-0.2349,0.7214,0.2568,0.7214,0.0219,2025-12-05 13:26:52
"Hot off the presses: Our final #COVID19 follow-up brief, focusing on examples of how states are rethinking human capital systems and technology infrastructure https://t.co/kcUpq6GZv7 @knowledgeworks","Washington, DC",38.8950368,-77.0365427,Neutral,0.062,0.9026,0.0177,0.9026,0.0797,2025-12-05 13:26:52
"#COVID19 nedeniyle hayatını kaybeden sağlık çalışanlarının hikayeleri yakınlarının anlatımıyla Pazartesi günü bianet'te başlıyor: Yaşayamazlar mıydı?

https://t.co/yskG0Y3BVX https://t.co/m7RtgRb7bR",Turkey,39.294076,35.2316631,Neutral,-0.2571,0.6638,0.2967,0.6638,0.0396,2025-12-05 13:26:52
"SOUTH AFRICAN MEDICAL ASSOCIATION coming out HOTTT — telling the world to CHILL with their sensationalized reporting. 

Who would have thought, that sub-Saharan Africa would be telling the world to CHILL THE FUCK OUT. #COVID19 https://t.co/TIVa8Dqp7Y",PNW🌲🌧🏔,23.5086015,86.0889959,Negative,-0.7984,0.8191,0.8191,0.1602,0.0207,2025-12-05 13:26:52
"@SaharaReporters What do you expect from them? Am not surprised ooo. Despised the videos about 20-20-20 they still denied the killings. It's no difference. But our generation know better.
#newnigeria #newbreed #nigeriaacovid #COVIDIOTS #COVID19","Palm Beach Gardens, FL",26.8233946,-80.1386547,Negative,-0.828,0.8356,0.8356,0.1568,0.0076,2025-12-05 13:26:52
"Dear #COVID19 deniers,
I respectfully request you ignore everyone but your #Doctor.
Ask your #medical professional about getting the vaccine.
It makes sense.
He/She cares about you and not #politics, #religion or the media talking heads.
THANK YOU!!!",Texas native,32.8656368,-96.963985,Neutral,0.1381,0.5539,0.154,0.5539,0.2921,2025-12-05 13:26:52
"""84 fully vaccinated patrons now testing positive.""😂😂

#vaccinated 
#COVID19Aus 
#Australia 
#COVID19 https://t.co/JTYWpkreyC",Australia,-24.7761086,134.755,Neutral,-0.2262,0.5968,0.3147,0.5968,0.0885,2025-12-05 13:26:52
"'#Germany will limit large parts of #publiclife in areas where #hospitals are becoming dangerously full of #COVID19 patients to those who have either been #vaccinated or have recovered from the illness, a document showed.'
https://t.co/m0mjCKW55U","Los Angeles, CA",34.0536909,-118.242766,Neutral,-0.3182,0.6367,0.3408,0.6367,0.0226,2025-12-05 13:26:52
"Your Daily Dose of Vaccine – Germany (II/II)

German Booster Gap Narrows Substantially

👉 Ø7Day 3rd shots rise to 470k
👉 Ø7Day Demand currently at 392k (2nd Shots + 6M) 

#covid19 #Impfen #Omikron #Omicron https://t.co/lNcDEhHUuF","Düsseldorf, Deutschland",51.2254018,6.7763137,Neutral,0.0136,0.9166,0.0349,0.9166,0.0485,2025-12-05 13:26:52
"Kes Baharu #COVID19 Terkini 3 November 2021

#MKN50
#KeluargaMalaysia 
#ReopeningSafely https://t.co/ehuxzcVT5v","Kota Kinabalu, Sabah",5.9780066,116.0728988,Neutral,-0.0092,0.887,0.0611,0.887,0.0519,2025-12-05 13:26:52
"#Indonesia to consider changing entry #quarantine rules due to #Omicron 

https://t.co/bcaA43gVwV

#TMRWorld #COVID19 #Travel #InternationalArrivals",Malaysia,4.5693754,102.2656823,Neutral,-0.1063,0.8439,0.1312,0.8439,0.0249,2025-12-05 13:26:52
"Maybe someone could get #Fauci take on Australia's tactics for combating #COVID19 

This is where compliance leads. https://t.co/uEOBTuVHBq","Denver, CO",39.7392364,-104.984862,Neutral,-0.0717,0.8049,0.1334,0.8049,0.0617,2025-12-05 13:26:52
"ชลบุรีประกาศ ใครไปงาน Pattaya Music Festival ให้รีบตรวจโควิดด่วน

https://t.co/mHklf0PJLF

#เทศกาลดนตรี #PattayaMusicFestival  #วัคซีนโควิด #โควิด19 #โควิดวันนี้ #COVID_19 #โควิด #COVID19 #TNN #TNNThailand #TNNช่อง16 #TNNONLINE",Bangkok,13.7524938,100.4935089,Neutral,0.0891,0.8435,0.0337,0.8435,0.1228,2025-12-05 13:26:52
"🦠 #Covid19 en #CastillaLaMancha.

◾️ Sin fallecidos.
◾️ 424 nuevos casos.
◾️ 98 hospitalizados en cama convencional.
◾️ 29 ingresados en UCI.

https://t.co/FE7FyQlLGX","Castilla-La Mancha, España",39.4177902,-2.6232332,Negative,-0.5135,0.527,0.527,0.4594,0.0135,2025-12-05 13:26:52
"#COVID19 has exacerbated disadvantages faced by underrepresented groups across businesses, making #diversity, #equity &amp; #inclusion more important than ever. Our new report with the @WEF examines the benefits of taking a holistic approach to #DEI. #WEF22 https://t.co/Q20KuWsW8G https://t.co/UhIkGDU8XW","Cincinnati, OH",39.1014537,-84.5124602,Neutral,-0.2135,0.5567,0.3284,0.5567,0.1149,2025-12-05 13:26:52
"This may well be the breaking point for many who've put up with so much over the past few years #brexitshambles, #COVID19 #oneruleforthem to name a tiny few. The constant denial that there's been any wrongdoing smacks of #Gaslighting.  This matter is SO NOT CLOSED. https://t.co/PYB7A4q9aJ",London,51.5074456,-0.1277653,Negative,-0.8983,0.9055,0.9055,0.0873,0.0072,2025-12-05 13:26:52
"新型コロナウイルス
新型肺炎
COVID-19
SARS-CoV-2

韓国
病床ひっぱくして入院出来ないんやね。。

#新型コロナウイルス
#新型肺炎
#COVID19
#SARSCoV2
#韓国",日本　北陸,40.282845,140.5645706,Neutral,-0.1093,0.8229,0.1432,0.8229,0.0339,2025-12-05 13:26:52
"At the #FaithAndDiplomacy event, Ms. Jiani Zhu of @Chinamission2un, said that #Covid19 has again proven that human society has a shared future. “Let’s attach importance to the role of religion in establishing peace and building an inclusive society,” she said. https://t.co/17nTyv089K","New York, USA",40.7127281,-74.0060152,Positive,0.588,0.5966,0.0086,0.3948,0.5966,2025-12-05 13:26:52
Onze overtijdse #regering (#demissionair) ziet het als hun heilige taak om het #OMTadvies tw verwateren. Alsof onze #economie niet gebaat is bij een rigoureuze beperking van #COVID19.,Europe,51.0,10.0,Neutral,-0.0778,0.7914,0.1432,0.7914,0.0654,2025-12-05 13:26:52
"💰🛍@GVAeconomia concedeix més d'1 milió d'euros a 102 ajuntaments i entitats per a incentivar accions promocionals al #consum en el #comerçlocal

#boconsum #mercatsmunicipals #vendanosedentaria #artesania #COVID19 

👉Pots consultar la resolució al #DOGV: https://t.co/i3mA5VUsU2 https://t.co/A5acpM26lh",Comunitat Valenciana,39.6819591,-0.7654406,Neutral,-0.0216,0.8814,0.0701,0.8814,0.0485,2025-12-05 13:26:52
"⚠️ En #Jalisco, un municipio reporta 100% de ocupación hospitalaria por #COVID19 en camas de hospitalización general: #Zapopan

https://t.co/DMEvE8XLSa https://t.co/im1ky54kMh",Mexico,23.6585116,-102.0077097,Neutral,-0.0039,0.9014,0.0513,0.9014,0.0474,2025-12-05 13:26:52
"#Austria is 38th country with more than 1 Million citizens who contracted #COVID19
https://t.co/38n9YfXS0o",Boston area,4.7998003,-75.6964431,Negative,-0.6291,0.6482,0.6482,0.3327,0.0191,2025-12-05 13:26:52
